"Gene ID","Product Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","FC MF/PF","P value FC MF/PF"
"Tb927.10.15930","pdz domain containing protein, putative",0.753273065552715,3.12378215940836,"Not Significant",-0.753273065552715,1.68561267250941,0.000752
"Tb927.10.15940","cation transporter, putative",-0.117610362137431,0.501689446210399,"Not Significant",0.117610362137431,0.921713085525232,0.315
"Tb927.10.15950","TATA-box-binding protein",0.485195225963455,2.71219827006977,"Not Significant",-0.485195225963455,1.39977527082589,0.00194
"Tb927.10.15960","hypothetical protein, conserved",0.464256783963095,1.52578373592374,"Not Significant",-0.464256783963095,1.37960645485902,0.0298
"Tb927.10.15970","Triglyceride lipase, putative",0.565416710439631,3.14630178822383,"Not Significant",-0.565416710439631,1.4798148797204,0.000714
"Tb927.10.15980","hypothetical protein",0.562300513197243,1.12205304837081,"Not Significant",-0.562300513197243,1.47662195381958,0.0755
"Tb927.10.160","Kinetoplast poly(A) polymerase 2",-0.166352512824208,0.978810700930062,"Not Significant",0.166352512824208,0.891092736780701,0.105
"Tb927.10.1600","Kinetoplast poly(A) polymerase 2",0.673169170307797,3.35066514128786,"Not Significant",-0.673169170307797,1.59457192149786,0.000446
"Tb927.10.16000","hypothetical protein, conserved",0.346392297138688,1.64781748188864,"Not Significant",-0.346392297138688,1.2713773547994,0.0225
"Tb927.10.16010","expression site-associated gene 4 (ESAG4) protein, putative",1.28766686115845,1.18177410638604,"Not Significant",-1.28766686115845,2.44132922254234,0.0658
"Tb927.10.16020","hypothetical protein",0.305420441129156,2.33161408331,"Not Significant",-0.305420441129156,1.23577872466184,0.00466
"Tb927.10.16030","pre-RNA processing PIH1/Nop17, putative",0.481082036421722,2.91364016932525,"Not Significant",-0.481082036421722,1.3957901311187,0.00122
"Tb927.10.16040","mitogen activated protein kinase 4, putative",0.282103949392011,2.07007043991541,"Not Significant",-0.282103949392011,1.21596689315063,0.00851
"Tb927.10.16050","oxidoreductase-protein, putative",-0.479963883555308,1.42250820016277,"Not Significant",0.479963883555308,0.716995573058888,0.0378
"Tb927.10.16060","hypothetical protein, conserved",-1.22321984500594,2.59345981956604,"Down in MF",1.22321984500594,0.428325702021935,0.00255
"Tb927.10.16070","hypothetical protein, conserved",-1.06789750432789,2.77211329538633,"Down in MF",1.06789750432789,0.477013663308279,0.00169
"Tb927.10.16080","Eukaryotic translation initiation factor 4E-2",-1.63652047870026,3.42136079003193,"Down in MF",1.63652047870026,0.321631256516364,0.000379
"Tb927.10.16090","hypothetical protein, conserved",-0.228261780900625,1.19517932127884,"Not Significant",0.228261780900625,0.853662800922631,0.0638
"Tb927.10.1610","hypothetical protein, conserved",0.264017377069202,1.18177410638604,"Not Significant",-0.264017377069202,1.20081789108932,0.0658
"Tb927.10.16100","hypothetical protein, conserved",-0.27751524071678,0.714442690992226,"Not Significant",0.27751524071678,0.825010713504882,0.193
"Tb927.10.16110","FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative",-0.396936059799321,1.86646109162978,"Not Significant",0.396936059799321,0.759469503826871,0.0136
"Tb927.10.16120","hypothetical protein, conserved",-0.306895616533352,1.40120949323689,"Not Significant",0.306895616533352,0.808379355446569,0.0397
"Tb927.10.16130","inosine-5'-monophosphate dehydrogenase",0.126224277285059,0.54515513999149,"Not Significant",-0.126224277285059,1.09143353503352,0.285
"Tb927.10.16140","Adenylate/guanylate cyclase, putative",0.609308979393905,3.36051351073141,"Not Significant",-0.609308979393905,1.52552833792398,0.000436
"Tb927.10.16150","ATP-dependent zinc metallopeptidase, putative",-0.168600392426033,0.482804102050026,"Not Significant",0.168600392426033,0.889705396118049,0.329
"Tb927.10.16160","protein kinase, putative",-0.0567488135613296,0.103473782510445,"Not Significant",0.0567488135613296,0.961428307303527,0.788
"Tb927.10.16170","potassium voltage-gated channel, putative",-0.189014558602829,0.6345120151091,"Not Significant",0.189014558602829,0.877204696592312,0.232
"Tb927.10.16180","hypothetical protein, conserved",0.112813781947527,0.455931955649724,"Not Significant",-0.112813781947527,1.0813351794955,0.35
"Tb927.10.16190","procyclic-enriched flagellar receptor adenylate cyclase 2",0.242038034231249,1.16749108729376,"Not Significant",-0.242038034231249,1.18266217873481,0.068
"Tb927.10.1620","phosphoserine/threonine/tyrosine-binding protein, putative",0.269655630837115,1.28735029837279,"Not Significant",-0.269655630837115,1.20552003750264,0.0516
"Tb927.10.16200","Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase), putative",1.80990422877898,3.53461714855158,"Up in MF",-1.80990422877898,3.50619012418463,0.000292
"Tb927.10.16210","hypothetical protein, conserved (pseudogene)",1.9104631839298,2.83863199776503,"Up in MF",-1.9104631839298,3.75929774309478,0.00145
"Tb927.10.16220","Variant Surface Glycoprotein, putative",3.4934615777059,2.58169870868025,"Up in MF",-3.4934615777059,11.2625497808881,0.00262
"Tb927.10.16230","Variant Surface Glycoprotein, putative",0.636503066717565,0.39577394691553,"Not Significant",-0.636503066717565,1.55455651580188,0.402
"Tb927.10.16240","Variant Surface Glycoprotein, putative",0,0,"Not Significant",0,1,1
"Tb927.10.16270","variant surface glycoprotein, fragment",1.55161643429394,0.866461091629782,"Not Significant",-1.55161643429394,2.93145403244461,0.136
"Tb927.10.1630","atp-binding cassette sub-family e member 1",-0.757690928659034,3.52432881167557,"Not Significant",0.757690928659034,0.591442192352339,0.000299
"Tb927.10.16300","variant surface glycoprotein, fragment",0,0,"Not Significant",0,1,1
"Tb927.10.16370","Variant Surface Glycoprotein, putative",1.04278686574321,0.779891911959945,"Not Significant",-1.04278686574321,2.06020352386673,0.166
"Tb927.10.1640","hypothetical protein",2.24361002754437,4.01144104312138,"Up in MF",-2.24361002754437,4.7358061466373,9.74e-05
"Tb927.10.16400","variant surface glycoprotein",0,0,"Not Significant",0,1,1
"Tb927.10.16420","variant surface glycoprotein, fragment",2.63935504620762,0.809668301829709,"Not Significant",-2.63935504620762,6.230530668931,0.155
"Tb927.10.16440","variant surface glycoprotein, fragment",-0.484241564878488,0.394694953858891,"Not Significant",0.484241564878488,0.71487278484972,0.403
"Tb927.10.16490","variant surface glycoprotein (VSG), putative",-0.884120643075055,0.39577394691553,"Not Significant",0.884120643075055,0.541817672887948,0.402
"Tb927.10.1650","hypothetical protein, conserved",2.04288717754304,3.60205999132796,"Up in MF",-2.04288717754304,4.12069355306207,0.00025
"Tb927.10.16500","variant surface glycoprotein (VSG), putative",0,0,"Not Significant",0,1,1
"Tb927.10.16560","variant surface glycoprotein (VSG), putative",2.02947711707381,0.85078088734462,"Not Significant",-2.02947711707381,4.08256856962592,0.141
"Tb927.10.1660","hypothetical protein, conserved",-0.891248362987664,2.86012091359876,"Not Significant",0.891248362987664,0.53914739249925,0.00138
"Tb927.10.1670","hypothetical protein",0.274550238833709,0.229147988357856,"Not Significant",-0.274550238833709,1.20961693152657,0.59
"Tb927.10.1680","histone deacetylase 1",0.198955633931972,0.87942606879415,"Not Significant",-0.198955633931972,1.14786711385599,0.132
"Tb927.10.1690","nucleotide binding protein, putative",-0.553191666283865,2.82681373158773,"Not Significant",0.553191666283865,0.68151075691608,0.00149
"Tb927.10.170","pseudouridine synthase, Cbf5p",-0.812249669264993,3.39902710431325,"Not Significant",0.812249669264993,0.569493124999411,0.000399
"Tb927.10.1700","hypothetical protein, conserved",0.203505715521946,1.04817696468409,"Not Significant",-0.203505715521946,1.15149305954267,0.0895
"Tb927.10.1710","DNA polymerase eta, putative",0.154232646520864,0.735182176990464,"Not Significant",-0.154232646520864,1.11282955909711,0.184
"Tb927.10.1720","ATP-dependent DEAD/H RNA helicase, putative",-0.402186570806856,1.43889861635094,"Not Significant",0.402186570806856,0.756710531572524,0.0364
"Tb927.10.1730","Polyadenylation mediator complex protein PAMC3, putative",-0.248534413498842,1.77211329538633,"Not Significant",0.248534413498842,0.841751088343143,0.0169
"Tb927.10.1740","hypothetical protein, conserved",-0.288017452915666,2.1505805862031,"Not Significant",0.288017452915666,0.819026789673034,0.00707
"Tb927.10.1750","hypothetical protein, conserved",0.327771437451929,2.33254704711005,"Not Significant",-0.327771437451929,1.25507313744947,0.00465
"Tb927.10.1760","hypothetical protein",-2.38296499344182,2.34969247686806,"Down in MF",2.38296499344182,0.191714984308723,0.00447
"Tb927.10.1770","hypothetical protein",2.66914305960417,4.22112552799726,"Up in MF",-2.66914305960417,6.36051269341856,6.01e-05
"Tb927.10.1780","hypothetical protein",2.721076762411,3.4089353929735,"Up in MF",-2.721076762411,6.59364750277297,0.00039
"Tb927.10.1790","hypothetical protein",1.88296769895217,0.446116973356126,"Not Significant",-1.88296769895217,3.6883298913057,0.358
"Tb927.10.180","ATP synthase F1 subunit gamma protein, putative",-1.82471556972297,3.53461714855158,"Down in MF",1.82471556972297,0.282296751097267,0.000292
"Tb927.10.1800","methyltransferase domain containing protein, putative",-0.0153518958212505,0.0118871597316481,"Not Significant",0.0153518958212505,0.989415293159003,0.973
"Tb927.10.1810","RING-H2 zinc finger, putative",-0.0316196690457517,0.0385789059335517,"Not Significant",0.0316196690457517,0.978321349741803,0.915
"Tb927.10.1820","hypothetical protein, conserved",-0.0192810086505655,0,"Not Significant",0.0192810086505655,0.9867243326521,1
"Tb927.10.1830","syntaxin, putative",0.536514577537263,2.86966623150499,"Not Significant",-0.536514577537263,1.45046408921204,0.00135
"Tb927.10.1840","hypothetical protein, conserved",0.721913240595108,3.36451625318509,"Not Significant",-0.721913240595108,1.64936790613905,0.000432
"Tb927.10.1850","WD domain, G-beta repeat, putative",0.593379678321309,3.18575240426808,"Not Significant",-0.593379678321309,1.50877709377284,0.000652
"Tb927.10.1860","hypothetical protein, conserved",0.321027994536179,1.91364016932525,"Not Significant",-0.321027994536179,1.24922036570719,0.0122
"Tb927.10.1870","hypothetical protein, conserved",-0.117435138848107,0.266000713461613,"Not Significant",0.117435138848107,0.921825039474162,0.542
"Tb927.10.1880","hypothetical protein, conserved",-0.433158710939526,1.86966623150499,"Not Significant",0.433158710939526,0.74063841686626,0.0135
"Tb927.10.1890","cysteine peptidase, Clan CA, family C2, putative",-0.017746419001311,0.0204516252959049,"Not Significant",0.017746419001311,0.987774466272762,0.954
"Tb927.10.190","40S ribosomal protein S6, putative",-0.729755661111778,1.98716277529483,"Not Significant",0.729755661111778,0.603006031994541,0.0103
"Tb927.10.1900","DNA topoisomerase IA, putative",-0.278841635867839,1.34390179798717,"Not Significant",0.278841635867839,0.824252557903759,0.0453
"Tb927.10.1910","STE/STE11 serine/threonine-protein kinase, putative",0.273176006327792,1.34008379993015,"Not Significant",-0.273176006327792,1.20846526509287,0.0457
"Tb927.10.1920","hypothetical protein",0.342731019992768,1.34486156518862,"Not Significant",-0.342731019992768,1.26815493900989,0.0452
"Tb927.10.1930","hypothetical protein, conserved",-0.589303568296766,3.74472749489669,"Not Significant",0.589303568296766,0.664663682499256,0.00018
"Tb927.10.1940","CAMK/CAMKL pseudokinase, putative",0.592220463741426,2.85387196432176,"Not Significant",-0.592220463741426,1.5075652687657,0.0014
"Tb927.10.1950","leucine-rich repeat protein (LRRP), putative",-0.0619842123949359,0.257274868695302,"Not Significant",0.0619842123949359,0.957945701093451,0.553
"Tb927.10.1960","hypothetical protein, conserved",-0.485155162380833,3.04527520902094,"Not Significant",0.485155162380833,0.714420229580777,0.000901
"Tb927.10.1970","CHAT domain containing protein, putative",0.0279416324779718,0.0301183562535,"Not Significant",-0.0279416324779718,1.01955643368027,0.933
"Tb927.10.1980","hypothetical protein, conserved",0.414771496106951,2.02273378757271,"Not Significant",-0.414771496106951,1.33308751686428,0.00949
"Tb927.10.1990","major vault protein, putative",-0.0146709282366608,0,"Not Significant",0.0146709282366608,0.989882418060097,1
"Tb927.10.20","expression site-associated gene 1 (ESAG1) protein, putative",4.97734562054305,3.52578373592374,"Up in MF",-4.97734562054305,31.501434470848,0.000298
"Tb927.10.200","vacuolar ATP synthase, putative",0.38958782462237,2.1232050237993,"Not Significant",-0.38958782462237,1.31001908029474,0.00753
"Tb927.10.2000","actin-like protein, putative",-0.0605485884900862,0.224025668870631,"Not Significant",0.0605485884900862,0.958899426025371,0.597
"Tb927.10.2010","hexokinase",-0.992606067777902,1.70996538863748,"Not Significant",0.992606067777902,0.502569119488684,0.0195
"Tb927.10.2020","hexokinase",-1.15757330771035,1.97061622231479,"Down in MF",1.15757330771035,0.448265909556095,0.0107
"Tb927.10.2030","hypothetical protein, conserved",0.346943565736853,1.58670023591875,"Not Significant",-0.346943565736853,1.27186325397712,0.0259
"Tb927.10.2040","STE group serine/threonine-protein kinase, putative",0.0278501166953038,0.0710923097560473,"Not Significant",-0.0278501166953038,1.01949176128378,0.849
"Tb927.10.2050","hypothetical protein, conserved",-0.208921680225776,1.59176003468815,"Not Significant",0.208921680225776,0.865183657648413,0.0256
"Tb927.10.2060","hypothetical protein, conserved",-0.119452760252284,0.673664139071249,"Not Significant",0.119452760252284,0.920536760284787,0.212
"Tb927.10.2070","hypothetical protein, conserved",-0.988882471789044,2.19928292171761,"Not Significant",0.988882471789044,0.503867925805437,0.00632
"Tb927.10.2080","hypothetical protein, conserved",0.765625881910725,2.36653154442041,"Not Significant",-0.765625881910725,1.70010739298354,0.0043
"Tb927.10.2090","elongation factor 1-alpha",-0.973113424497306,2.73518217699046,"Not Significant",0.973113424497306,0.50940554733581,0.00184
"Tb927.10.210","GPI transamidase component GAA1",0.222122513618769,1.12726117252733,"Not Significant",-0.222122513618769,1.16644842034692,0.0746
"Tb927.10.2100","elongation factor 1-alpha",-0.973957497399093,2.82102305270683,"Not Significant",0.973957497399093,0.509107598255298,0.00151
"Tb927.10.2110","elongation factor 1-alpha",-0.969969589139364,2.79860287567955,"Not Significant",0.969969589139364,0.510516824027593,0.00159
"Tb927.10.2120","U1 small nuclear ribonucleoprotein C, putative",0.175913742544459,0.826813731587726,"Not Significant",-0.175913742544459,1.12967967000649,0.149
"Tb927.10.2130","Vps51/Vps67, putative",0.870013108912691,3.89619627904404,"Not Significant",-0.870013108912691,1.82767950742116,0.000127
"Tb927.10.2150","Protein of unknown function, DUF607, putative",0.435582277554027,2.4907974776689,"Not Significant",-0.435582277554027,1.35245657983405,0.00323
"Tb927.10.2160","hypothetical protein, conserved",-0.392844584762744,1.58502665202918,"Not Significant",0.392844584762744,0.761626412120275,0.026
"Tb927.10.2170","hypothetical protein",-0.474529835609226,0.709965388637482,"Not Significant",0.474529835609226,0.719701297493796,0.195
"Tb927.10.2180","Rtr1/RPAP2 family, putative",0.38729889207479,1.99567862621736,"Not Significant",-0.38729889207479,1.30794229498206,0.0101
"Tb927.10.2190","Protein of unknown function (DUF667), putative",-0.457314752780787,1.64975198166584,"Not Significant",0.457314752780787,0.728340637535144,0.0224
"Tb927.10.220","60S ribosomal protein L37a, putative",-0.884823245354935,2.42481215507234,"Not Significant",0.884823245354935,0.5415538682452,0.00376
"Tb927.10.2200","hypothetical protein, conserved",0.143974381790833,0.663540266151471,"Not Significant",-0.143974381790833,1.10494486391042,0.217
"Tb927.10.2210","Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative",-0.67211635815445,1.43415218132648,"Not Significant",0.67211635815445,0.62758537675164,0.0368
"Tb927.10.2220","PIWI-like protein",0.322627644425413,0.886056647693163,"Not Significant",-0.322627644425413,1.25060626046063,0.13
"Tb927.10.2230","NADPH:adrenodoxin oxidoreductase, mitochondrial, putative",0.36655518644396,1.90657831483776,"Not Significant",-0.36655518644396,1.28927067980589,0.0124
"Tb927.10.2240","hypothetical protein, conserved",-0.534678457760164,1.38827669199266,"Not Significant",0.534678457760164,0.690312513713129,0.0409
"Tb927.10.2250","ubiquitin-conjugating enzyme variant Kua homologue, putative",-1.52779344173049,3.85078088734462,"Down in MF",1.52779344173049,0.346807392974721,0.000141
"Tb927.10.2260","Ubiquitin family, putative",-0.173005287539953,0.801342913045577,"Not Significant",0.173005287539953,0.886993054278144,0.158
"Tb927.10.2270","vacuolar protein sorting-associated protein 35, putative",0.610385543139807,3.57675412606319,"Not Significant",-0.610385543139807,1.52666713813793,0.000265
"Tb927.10.2280","hypothetical protein, conserved",1.63221033030061,4.66354026615147,"Up in MF",-1.63221033030061,3.09987562131175,2.17e-05
"Tb927.10.2290","chaperone protein DnaJ, putative",0.113178631064451,0.632644078973981,"Not Significant",-0.113178631064451,1.08160867740378,0.233
"Tb927.10.230","proteasome subunit alpha type-5, putative",-0.265999250121927,1.65955588515988,"Not Significant",0.265999250121927,0.83162253063212,0.0219
"Tb927.10.2300","hypothetical protein, conserved",1.44533258994308,4.36552272983927,"Up in MF",-1.44533258994308,2.72325596313438,4.31e-05
"Tb927.10.2310","hypothetical protein, conserved",-0.0965558711751197,0.231361898752386,"Not Significant",0.0965558711751197,0.935263071035296,0.587
"Tb927.10.2320","Nucleoporin NUP41",-0.107761848498939,0.573488738635425,"Not Significant",0.107761848498939,0.928026656938762,0.267
"Tb927.10.2330","hypothetical protein, conserved",0.59987477641798,2.68824613894425,"Not Significant",-0.59987477641798,1.51558501048828,0.00205
"Tb927.10.2340","SNARE domain containing protein, putative",0.434124613594382,1.49620931694282,"Not Significant",-0.434124613594382,1.35109078072068,0.0319
"Tb927.10.2350","pyruvate dehydrogenase complex E3 binding protein, putative",-0.195748292841778,0.503070351926785,"Not Significant",0.195748292841778,0.873119911170098,0.314
"Tb927.10.2360","hypothetical protein",-0.314954305202016,0.54515513999149,"Not Significant",0.314954305202016,0.803876451695954,0.285
"Tb927.10.2370","Lupus La protein homolog, putative",-1.19052401030208,2.58169870868025,"Down in MF",1.19052401030208,0.438143690838983,0.00262
"Tb927.10.2380","Tetratricopeptide repeat, putative",0.00222945768052576,0,"Not Significant",-0.00222945768052576,1.00154653696216,1
"Tb927.10.2390","casein kinase I, putative",1.5849429673736,4.92811799269387,"Up in MF",-1.5849429673736,2.99995938182061,1.18e-05
"Tb927.10.240","peroxin 14, putative",-0.191527049877049,1.20830935097988,"Not Significant",0.191527049877049,0.875678351063965,0.0619
"Tb927.10.2400","hypothetical protein",4.11443265010151,5.32148162095989,"Up in MF",-4.11443265010151,17.3207878681281,4.77e-06
"Tb927.10.2410","MSP-C, putative",4.42167541910293,5.24336389175415,"Up in MF",-4.42167541910293,21.4317153390681,5.71e-06
"Tb927.10.2420","hypothetical protein",-0.351831916708952,1.10347378251044,"Not Significant",0.351831916708952,0.783588474750161,0.0788
"Tb927.10.2430","receptor-type adenylate cyclase GRESAG 4, putative",-0.259753003249877,0.437707135543525,"Not Significant",0.259753003249877,0.835230902979329,0.365
"Tb927.10.2440","Metacaspase-4",1.27455332246265,2.98716277529483,"Up in MF",-1.27455332246265,2.41923903395019,0.00103
"Tb927.10.2450","hypothetical protein",0.777764168943315,1.43533393574791,"Not Significant",-0.777764168943315,1.71447179314562,0.0367
"Tb927.10.2460","DnaJ domain containing protein, putative",0.495832855894706,3.03151705144606,"Not Significant",-0.495832855894706,1.41013457922241,0.00093
"Tb927.10.2470","Cleft lip and palate transmembrane protein 1 (CLPTM1), putative",0.183714395047163,1.14691047014813,"Not Significant",-0.183714395047163,1.1358043915724,0.0713
"Tb927.10.2480","hypothetical protein, conserved",0.481781103583341,3.11861534322943,"Not Significant",-0.481781103583341,1.39646663409329,0.000761
"Tb927.10.2490","glucose-6-phosphate 1-dehydrogenase",-0.220077565591136,1.19791074211827,"Not Significant",0.220077565591136,0.858519277448135,0.0634
"Tb927.10.250","hypothetical protein, conserved",0.46562964961169,2.31247103878537,"Not Significant",-0.46562964961169,1.38091991037993,0.00487
"Tb927.10.2500","hypothetical protein, conserved",0.301878935518463,1.21968268785985,"Not Significant",-0.301878935518463,1.23274887438014,0.0603
"Tb927.10.2510","hypothetical protein, conserved",0.226441304667153,1.08884239126002,"Not Significant",-0.226441304667153,1.16994548287692,0.0815
"Tb927.10.2520","PrimPol-like protein 2",0.260491488425841,1.51004152057517,"Not Significant",-0.260491488425841,1.19788672375636,0.0309
"Tb927.10.2530","adenylate kinase, putative",-0.998552452135126,3.83564714421556,"Not Significant",0.998552452135126,0.500501933629519,0.000146
"Tb927.10.2540","adenylate kinase, putative",1.00153948592487,3.93554201077308,"Up in MF",-1.00153948592487,2.00213531974358,0.000116
"Tb927.10.2550","malate dehydrogenase-related",-0.594198183272944,2.97061622231479,"Not Significant",0.594198183272944,0.662412506549079,0.00107
"Tb927.10.2560","mitochondrial malate dehydrogenase",-3.53742300099131,2.43651891460559,"Down in MF",3.53742300099131,0.0861250663217263,0.00366
"Tb927.10.2570","lysosomal alpha-mannosidase precursor, putative",0.923938217600607,3.90657831483776,"Not Significant",-0.923938217600607,1.89728737854495,0.000124
"Tb927.10.2580","Nucleolar protein 12 (25kDa), putative",-0.318848422799324,0.761953896871205,"Not Significant",0.318848422799324,0.801709556837172,0.173
"Tb927.10.2590","methyltransferase domain containing protein, putative",0.721462313782493,3.18641901143181,"Not Significant",-0.721462313782493,1.64885246249231,0.000651
"Tb927.10.260","BolA-like protein, putative",0.412463688232195,2.88272870434424,"Not Significant",-0.412463688232195,1.3309567474201,0.00131
"Tb927.10.2600","hypothetical protein, conserved",0.93315362279901,3.48945498979339,"Not Significant",-0.93315362279901,1.9094453413238,0.000324
"Tb927.10.2610","Domain of unknown function (DUF1935), putative",0.638478221536149,2.08777794346758,"Not Significant",-0.638478221536149,1.55668627470984,0.00817
"Tb927.10.2620","CS domain containing protein, putative",-0.544126825483335,2.00656376950239,"Not Significant",0.544126825483335,0.68580635328235,0.00985
"Tb927.10.2630","Regulator of Vps4 activity in the MVB pathway, putative",0.0925504136629534,0.34008379993015,"Not Significant",-0.0925504136629534,1.06625345302037,0.457
"Tb927.10.2640","intraflagellar transport protein 81",0.710260574359769,2.99139982823808,"Not Significant",-0.710260574359769,1.6360995968216,0.00102
"Tb927.10.2650","hypothetical protein, conserved",0.203402291510084,1.18842499412941,"Not Significant",-0.203402291510084,1.15141051419536,0.0648
"Tb927.10.2660","hypothetical protein, conserved",-0.0412552046638661,0.0570004066339595,"Not Significant",0.0412552046638661,0.971809065200794,0.877
"Tb927.10.2670","hypothetical protein, conserved",-0.0888826787819826,0.416801226031377,"Not Significant",0.0888826787819826,0.940250661403435,0.383
"Tb927.10.2680","pyridine nucleotide-disulphide oxidoreductase, putative",-0.067292893559214,0.208309350979882,"Not Significant",0.067292893559214,0.954427228233253,0.619
"Tb927.10.2690","Trafficking protein Mon1, putative",0.836020466991083,3.95467702121334,"Not Significant",-0.836020466991083,1.78511926760566,0.000111
"Tb927.10.270","60S ribosomal protein L32, putative",-0.958604265823996,3.13548891894161,"Not Significant",0.958604265823996,0.514554477927597,0.000732
"Tb927.10.2700","predicted WD40 repeat protein",-0.351822824322672,1.14146280243036,"Not Significant",0.351822824322672,0.783593413223883,0.0722
"Tb927.10.2710","ferredoxin, putative",-0.427403905257487,1.51570016065321,"Not Significant",0.427403905257487,0.743598669883203,0.0305
"Tb927.10.2720","hypothetical protein, conserved",0.136988861074776,0.554395796726402,"Not Significant",-0.136988861074776,1.09960765930493,0.279
"Tb927.10.2730","START domain containing protein, putative",-0.146339153631939,0.97061622231479,"Not Significant",0.146339153631939,0.903540294472631,0.107
"Tb927.10.2750","deoxyhypusine synthase, putative",-0.174191133383,0.844663962534938,"Not Significant",0.174191133383,0.886264275965427,0.143
"Tb927.10.2760","ATPase family associated with various cellular activities (AAA), putative",0.140992400527314,0.645891560852599,"Not Significant",-0.140992400527314,1.10266335471588,0.226
"Tb927.10.2770","eukaryotic translation initiation factor 5, putative",-0.456566981837882,1.86012091359876,"Not Significant",0.456566981837882,0.728718245497867,0.0138
"Tb927.10.2780","DNA-directed RNA polymerase III subunit C1",-0.0501573044378218,0.22767829327708,"Not Significant",0.0501573044378218,0.965831013675636,0.592
"Tb927.10.2790","Conserved oligomeric complex COG6, putative",0.381294672277801,2.28903688100472,"Not Significant",-0.381294672277801,1.30251020174942,0.00514
"Tb927.10.280","cytochrome oxidase subunit VI",-1.42319363945148,2.7281583934635,"Down in MF",1.42319363945148,0.372885954322537,0.00187
"Tb927.10.2800","hypothetical protein, conserved",-0.906709755558284,3.63827216398241,"Not Significant",0.906709755558284,0.5334001902013,0.00023
"Tb927.10.2810","hypothetical protein, conserved",-0.461155805248111,3.3045183235098,"Not Significant",0.461155805248111,0.72640407183824,0.000496
"Tb927.10.2820","hypothetical protein, conserved",0.788902859262645,2.83564714421556,"Not Significant",-0.788902859262645,1.72776003591419,0.00146
"Tb927.10.2830","hypothetical protein, conserved",-0.268307966822883,0.416801226031377,"Not Significant",0.268307966822883,0.830292765618566,0.383
"Tb927.10.2840","ribosomal protein S25, putative",-0.918785738492439,3.01099538430146,"Not Significant",0.918785738492439,0.52895403345729,0.000975
"Tb927.10.2850","hypothetical protein",1.16072310119606,3.8153085691824,"Up in MF",-1.16072310119606,2.23569456025959,0.000153
"Tb927.10.2860","POC1 centriolar protein homolog",-0.0533482160502766,0.187755303199631,"Not Significant",0.0533482160502766,0.963697176923761,0.649
"Tb927.10.2870","hypothetical protein, conserved",0.548029732727754,3.01502287358451,"Not Significant",-0.548029732727754,1.46208758048117,0.000966
"Tb927.10.2880","Voltage-dependent calcium channel subunit, putative",0.00145019953256981,0,"Not Significant",-0.00145019953256981,1.00100570710182,1
"Tb927.10.2890","enolase",-0.337802968797461,1.35163998901907,"Not Significant",0.337802968797461,0.791245355468717,0.0445
"Tb927.10.290","proteasome alpha 2 subunit, putative",-0.565651148345659,2.9100948885606,"Not Significant",0.565651148345659,0.675650398526698,0.00123
"Tb927.10.2900","importin beta-1 subunit, putative",-0.396025804385253,2.57186520597121,"Not Significant",0.396025804385253,0.759948835454306,0.00268
"Tb927.10.2910","splicing factor PTSR1 interacting protein",-0.178283938489887,0.756961951313706,"Not Significant",0.178283938489887,0.883753581375822,0.175
"Tb927.10.2920","hypothetical protein, conserved",0.864053747753197,3.67571754470231,"Not Significant",-0.864053747753197,1.82014545660622,0.000211
"Tb927.10.2930","hypothetical protein, conserved",0.257526392838459,0.87942606879415,"Not Significant",-0.257526392838459,1.19542729811671,0.132
"Tb927.10.2940","Soluble NSF attachment protein, SNAP, putative",0.803261623453184,3.19178902707578,"Not Significant",-0.803261623453184,1.74504183494683,0.000643
"Tb927.10.2950","hypothetical protein, conserved",0.190503880561449,1.03338901331807,"Not Significant",-0.190503880561449,1.14116221245768,0.0926
"Tb927.10.2960","Translation factor GUF1, mitochondrial, putative",-0.0776249034425066,0.325138859262188,"Not Significant",0.0776249034425066,0.94761641611357,0.473
"Tb927.10.2970","hypothetical protein, conserved",-0.262731903865932,0.401209493236885,"Not Significant",0.262731903865932,0.833508083641822,0.397
"Tb927.10.2980","proteasome regulatory non-ATPase subunit 11",0.199908833485579,1.71896663275227,"Not Significant",-0.199908833485579,1.14862576895949,0.0191
"Tb927.10.2990","nuclear cap binding complex subunit CBP110",0.205891952703056,0.761953896871205,"Not Significant",-0.205891952703056,1.15339922066741,0.173
"Tb927.10.300","Protein of unknown function, DUF607, putative",1.31198749744191,3.94692155651658,"Up in MF",-1.31198749744191,2.48283346644389,0.000113
"Tb927.10.3000","hypothetical protein, conserved",0.454731122256931,2.56703070912559,"Not Significant",-0.454731122256931,1.37052735345827,0.00271
"Tb927.10.3010","hook complex protein, conserved",0.696845838053723,2.79588001734407,"Not Significant",-0.696845838053723,1.62095702004388,0.0016
"Tb927.10.3020","hypothetical protein, conserved",0.570444087555239,1.98716277529483,"Not Significant",-0.570444087555239,1.48498060409816,0.0103
"Tb927.10.3030","proteasome regulatory non-ATPase subunit 11",0.162207334472175,1.28232949699774,"Not Significant",-0.162207334472175,1.11899790436757,0.0522
"Tb927.10.3040","hypothetical protein, conserved",-1.35831835414692,3.16685288808721,"Down in MF",1.35831835414692,0.390036662650846,0.000681
